IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
104.25.211.28,4,2,0.50,244.09,0.00
172.67.72.28,4,2,0.50,244.16,0.00
104.20.235.28,4,2,0.50,244.19,0.00
172.67.205.28,4,2,0.50,244.28,0.00
104.28.71.28,4,2,0.50,244.29,0.00
104.31.72.28,4,2,0.50,244.33,0.00
172.67.203.28,4,2,0.50,244.35,0.00
172.65.93.28,4,2,0.50,244.35,0.00
172.65.94.28,4,2,0.50,244.37,0.00
104.25.151.28,4,2,0.50,244.38,0.00
104.21.90.28,4,2,0.50,244.45,0.00
104.31.66.28,4,2,0.50,244.49,0.00
104.25.111.28,4,2,0.50,244.50,0.00
172.67.58.28,4,2,0.50,244.50,0.00
104.24.95.28,4,2,0.50,244.50,0.00
172.67.38.28,4,2,0.50,244.51,0.00
172.65.11.28,4,2,0.50,244.54,0.00
104.25.183.28,4,2,0.50,244.59,0.00
104.25.86.28,4,2,0.50,244.60,0.00
104.31.207.28,4,2,0.50,244.60,0.00
104.24.67.28,4,2,0.50,244.61,0.00
172.67.46.28,4,2,0.50,244.62,0.00
104.24.29.28,4,2,0.50,244.62,0.00
104.25.200.28,4,2,0.50,244.62,0.00
172.67.22.28,4,2,0.50,244.65,0.00
104.25.74.28,4,2,0.50,244.68,0.00
104.24.9.28,4,2,0.50,244.69,0.00
104.16.208.28,4,2,0.50,244.70,0.00
104.20.3.28,4,2,0.50,244.79,0.00
104.28.225.28,4,2,0.50,244.80,0.00
104.22.75.28,4,2,0.50,244.82,0.00
104.19.215.28,4,2,0.50,244.88,0.00
104.27.49.28,4,2,0.50,244.92,0.00
172.67.193.28,4,2,0.50,245.02,0.00
104.25.27.28,4,2,0.50,245.03,0.00
172.65.13.28,4,2,0.50,245.06,0.00
172.67.162.28,4,2,0.50,245.13,0.00
104.21.204.28,4,2,0.50,245.13,0.00
104.28.194.28,4,2,0.50,245.13,0.00
172.67.128.28,4,2,0.50,245.15,0.00
104.28.57.28,4,2,0.50,245.16,0.00
172.67.123.28,4,2,0.50,245.17,0.00
172.67.154.28,4,2,0.50,245.19,0.00
104.24.201.28,4,2,0.50,245.29,0.00
104.25.199.28,4,2,0.50,245.31,0.00
104.31.64.28,4,2,0.50,245.32,0.00
172.65.10.28,4,2,0.50,245.34,0.00
104.28.218.28,4,2,0.50,245.37,0.00
104.20.173.28,4,2,0.50,245.38,0.00
104.20.158.28,4,2,0.50,245.41,0.00
104.20.159.28,4,2,0.50,245.43,0.00
104.20.142.28,4,2,0.50,245.45,0.00
104.20.156.28,4,2,0.50,245.47,0.00
172.65.112.28,4,2,0.50,245.54,0.00
104.25.181.28,4,2,0.50,245.68,0.00
104.24.42.28,4,2,0.50,245.70,0.00
104.24.92.28,4,2,0.50,245.72,0.00
104.21.3.28,4,2,0.50,245.74,0.00
172.64.88.28,4,2,0.50,245.77,0.00
104.31.175.28,4,2,0.50,245.77,0.00
104.24.50.28,4,2,0.50,245.79,0.00
104.28.38.28,4,2,0.50,245.87,0.00
104.21.70.28,4,2,0.50,245.98,0.00
172.67.74.28,4,2,0.50,246.05,0.00
104.28.222.28,4,2,0.50,246.17,0.00
104.28.175.28,4,2,0.50,246.20,0.00
104.28.173.28,4,2,0.50,246.25,0.00
104.19.193.28,4,2,0.50,246.42,0.00
104.22.28.28,4,2,0.50,246.46,0.00
104.20.136.28,4,2,0.50,246.49,0.00
172.64.92.28,4,2,0.50,246.53,0.00
104.27.50.28,4,2,0.50,246.53,0.00
172.65.70.28,4,2,0.50,246.55,0.00
104.24.243.28,4,2,0.50,246.60,0.00
104.28.210.28,4,2,0.50,246.63,0.00
104.19.112.28,4,2,0.50,246.64,0.00
104.24.164.28,4,2,0.50,246.65,0.00
104.21.64.28,4,2,0.50,246.68,0.00
104.23.118.28,4,2,0.50,246.72,0.00
104.31.198.28,4,2,0.50,246.80,0.00
104.18.170.28,4,2,0.50,246.87,0.00
104.20.147.28,4,2,0.50,246.91,0.00
104.20.137.28,4,2,0.50,246.97,0.00
104.24.154.28,4,2,0.50,246.97,0.00
104.20.135.28,4,2,0.50,246.99,0.00
104.23.120.28,4,2,0.50,247.02,0.00
172.64.84.28,4,2,0.50,247.03,0.00
104.19.192.28,4,2,0.50,247.03,0.00
104.25.91.28,4,2,0.50,247.11,0.00
172.65.76.28,4,2,0.50,247.12,0.00
172.67.56.28,4,2,0.50,247.13,0.00
104.20.102.28,4,2,0.50,247.13,0.00
104.24.171.28,4,2,0.50,247.17,0.00
104.19.138.28,4,2,0.50,247.18,0.00
172.67.170.28,4,2,0.50,247.21,0.00
104.28.104.28,4,2,0.50,247.22,0.00
104.20.129.28,4,2,0.50,247.27,0.00
104.31.91.28,4,2,0.50,247.32,0.00
104.22.31.28,4,2,0.50,247.33,0.00
172.65.2.28,4,2,0.50,247.42,0.00
104.24.1.28,4,2,0.50,247.44,0.00
104.24.77.28,4,2,0.50,247.51,0.00
172.67.207.28,4,2,0.50,247.56,0.00
104.25.82.28,4,2,0.50,247.57,0.00
104.28.43.28,4,2,0.50,247.59,0.00
172.67.71.28,4,2,0.50,247.65,0.00
104.25.51.28,4,2,0.50,247.66,0.00
172.64.82.28,4,2,0.50,247.77,0.00
104.27.195.28,4,2,0.50,247.78,0.00
104.24.194.28,4,2,0.50,247.83,0.00
104.28.172.28,4,2,0.50,247.86,0.00
104.24.23.28,4,2,0.50,247.86,0.00
104.24.242.28,4,2,0.50,247.91,0.00
104.31.234.28,4,2,0.50,247.92,0.00
104.27.43.28,4,2,0.50,247.97,0.00
172.67.25.28,4,2,0.50,247.98,0.00
104.20.115.28,4,2,0.50,247.99,0.00
104.21.83.28,4,2,0.50,247.99,0.00
104.27.155.28,4,2,0.50,248.01,0.00
104.20.121.28,4,2,0.50,248.13,0.00
104.28.135.28,4,2,0.50,248.16,0.00
104.24.113.28,4,2,0.50,248.24,0.00
104.24.237.28,4,2,0.50,248.28,0.00
172.65.68.28,4,2,0.50,248.31,0.00
104.25.44.28,4,2,0.50,248.44,0.00
104.19.122.28,4,2,0.50,248.55,0.00
104.20.103.28,4,2,0.50,248.57,0.00
104.24.121.28,4,2,0.50,248.57,0.00
172.67.204.28,4,2,0.50,248.57,0.00
172.65.95.28,4,2,0.50,248.64,0.00
104.20.95.28,4,2,0.50,248.65,0.00
104.24.85.28,4,2,0.50,248.65,0.00
172.67.69.28,4,2,0.50,248.69,0.00
104.20.107.28,4,2,0.50,248.76,0.00
104.21.119.28,4,2,0.50,248.77,0.00
104.20.105.28,4,2,0.50,248.81,0.00
172.67.70.28,4,2,0.50,248.82,0.00
104.25.28.28,4,2,0.50,248.90,0.00
172.67.196.28,4,2,0.50,248.90,0.00
104.25.210.28,4,2,0.50,249.00,0.00
172.67.143.28,4,2,0.50,249.24,0.00
172.67.66.28,4,2,0.50,249.25,0.00
104.18.24.28,4,2,0.50,249.34,0.00
104.21.43.28,4,2,0.50,249.35,0.00
104.20.73.28,4,2,0.50,249.37,0.00
104.19.124.28,4,2,0.50,249.38,0.00
172.67.212.28,4,2,0.50,249.43,0.00
104.20.126.28,4,2,0.50,249.48,0.00
172.65.26.28,4,2,0.50,249.57,0.00
104.25.255.28,4,2,0.50,249.63,0.00
104.24.21.28,4,2,0.50,249.73,0.00
104.21.30.28,4,2,0.50,249.76,0.00
172.65.29.28,4,2,0.50,249.76,0.00
104.28.126.28,4,2,0.50,249.78,0.00
104.28.59.28,4,2,0.50,249.93,0.00
104.20.98.28,4,2,0.50,250.02,0.00
104.27.203.28,4,2,0.50,250.28,0.00
104.19.180.28,4,2,0.50,250.32,0.00
104.18.167.28,4,2,0.50,250.33,0.00
104.21.93.28,4,2,0.50,250.41,0.00
104.28.182.28,4,2,0.50,250.52,0.00
104.28.166.28,4,2,0.50,250.58,0.00
104.27.161.28,4,2,0.50,250.61,0.00
104.28.9.28,4,2,0.50,250.70,0.00
104.28.243.28,4,2,0.50,250.77,0.00
172.67.73.28,4,2,0.50,250.96,0.00
172.67.202.28,4,2,0.50,251.04,0.00
104.23.99.28,4,2,0.50,251.07,0.00
172.65.105.28,4,2,0.50,251.14,0.00
104.28.32.28,4,2,0.50,251.19,0.00
104.22.6.28,4,2,0.50,251.25,0.00
172.67.21.28,4,2,0.50,251.32,0.00
104.18.44.28,4,2,0.50,251.48,0.00
104.20.104.28,4,2,0.50,251.56,0.00
104.19.213.28,4,2,0.50,251.60,0.00
172.67.226.28,4,2,0.50,251.77,0.00
104.31.204.28,4,2,0.50,251.78,0.00
104.28.250.28,4,2,0.50,251.79,0.00
104.18.149.28,4,2,0.50,251.83,0.00
104.20.86.28,4,2,0.50,251.90,0.00
104.20.76.28,4,2,0.50,251.90,0.00
104.20.71.28,4,2,0.50,251.91,0.00
104.28.83.28,4,2,0.50,251.93,0.00
104.31.170.28,4,2,0.50,251.93,0.00
104.28.171.28,4,2,0.50,251.94,0.00
104.24.156.28,4,2,0.50,252.03,0.00
172.67.142.28,4,2,0.50,252.04,0.00
172.65.1.28,4,2,0.50,252.08,0.00
172.65.24.28,4,2,0.50,252.24,0.00
104.25.75.28,4,2,0.50,252.27,0.00
104.28.168.28,4,2,0.50,252.29,0.00
104.20.195.28,4,2,0.50,252.33,0.00
104.19.115.28,4,2,0.50,252.44,0.00
104.25.171.28,4,2,0.50,252.54,0.00
104.20.33.28,4,2,0.50,252.61,0.00
104.28.193.28,4,2,0.50,252.69,0.00
104.28.232.28,4,2,0.50,252.76,0.00
104.20.67.28,4,2,0.50,252.78,0.00
104.18.125.28,4,2,0.50,253.09,0.00
104.28.79.28,4,2,0.50,253.13,0.00
172.67.53.28,4,2,0.50,253.17,0.00
172.67.201.28,4,2,0.50,253.19,0.00
104.28.90.28,4,2,0.50,253.29,0.00
104.28.96.28,4,2,0.50,253.29,0.00
172.64.91.28,4,2,0.50,253.34,0.00
104.20.192.28,4,2,0.50,253.41,0.00
104.25.169.28,4,2,0.50,253.44,0.00
104.28.134.28,4,2,0.50,253.63,0.00
104.21.111.28,4,2,0.50,253.68,0.00
104.28.54.28,4,2,0.50,253.77,0.00
104.25.70.28,4,2,0.50,253.77,0.00
104.18.59.28,4,2,0.50,253.90,0.00
104.20.251.28,4,2,0.50,254.11,0.00
104.20.117.28,4,2,0.50,254.12,0.00
104.25.94.28,4,2,0.50,254.18,0.00
104.28.25.28,4,2,0.50,254.25,0.00
104.24.241.28,4,2,0.50,254.33,0.00
104.20.13.28,4,2,0.50,254.38,0.00
172.67.52.28,4,2,0.50,254.45,0.00
104.25.53.28,4,2,0.50,254.52,0.00
104.18.144.28,4,2,0.50,254.88,0.00
104.20.96.28,4,2,0.50,255.09,0.00
104.25.217.28,4,2,0.50,255.12,0.00
172.67.51.28,4,2,0.50,255.21,0.00
104.28.121.28,4,2,0.50,255.27,0.00
172.64.89.28,4,2,0.50,255.34,0.00
104.24.231.28,4,2,0.50,255.41,0.00
104.16.212.28,4,2,0.50,255.48,0.00
104.20.45.28,4,2,0.50,255.48,0.00
104.22.66.28,4,2,0.50,255.66,0.00
104.18.151.28,4,2,0.50,255.70,0.00
104.27.189.28,4,2,0.50,256.10,0.00
172.67.140.28,4,2,0.50,256.11,0.00
104.20.35.28,4,2,0.50,256.15,0.00
104.27.166.28,4,2,0.50,256.16,0.00
104.28.8.28,4,2,0.50,256.22,0.00
104.25.92.28,4,2,0.50,256.25,0.00
104.20.204.28,4,2,0.50,256.30,0.00
104.28.132.28,4,2,0.50,256.38,0.00
104.20.27.28,4,2,0.50,256.46,0.00
162.159.247.28,4,2,0.50,256.61,0.00
104.20.155.28,4,2,0.50,256.77,0.00
104.20.209.28,4,2,0.50,256.77,0.00
104.21.192.28,4,2,0.50,256.81,0.00
104.18.46.28,4,2,0.50,256.89,0.00
104.18.56.28,4,2,0.50,257.05,0.00
104.22.58.28,4,2,0.50,257.15,0.00
104.20.143.28,4,2,0.50,257.17,0.00
104.28.100.28,4,2,0.50,257.34,0.00
104.28.156.28,4,2,0.50,257.39,0.00
104.22.61.28,4,2,0.50,257.65,0.00
198.41.214.28,4,2,0.50,257.68,0.00
104.21.82.28,4,2,0.50,257.83,0.00
104.28.93.28,4,2,0.50,258.02,0.00
104.28.99.28,4,2,0.50,258.05,0.00
104.20.163.28,4,2,0.50,258.13,0.00
104.28.247.28,4,2,0.50,258.18,0.00
104.21.68.28,4,2,0.50,258.27,0.00
104.20.240.28,4,2,0.50,258.29,0.00
104.20.212.28,4,2,0.50,258.29,0.00
104.18.181.28,4,2,0.50,258.32,0.00
104.28.34.28,4,2,0.50,258.45,0.00
104.28.20.28,4,2,0.50,258.55,0.00
104.20.14.28,4,2,0.50,258.57,0.00
104.18.29.28,4,2,0.50,258.62,0.00
104.18.51.28,4,2,0.50,258.69,0.00
104.28.60.28,4,2,0.50,258.72,0.00
162.159.218.28,4,2,0.50,258.73,0.00
162.159.244.28,4,2,0.50,258.73,0.00
104.28.49.28,4,2,0.50,258.76,0.00
104.21.60.28,4,2,0.50,259.03,0.00
172.67.50.28,4,2,0.50,259.10,0.00
104.20.177.28,4,2,0.50,259.15,0.00
104.18.188.28,4,2,0.50,259.30,0.00
104.28.61.28,4,2,0.50,259.35,0.00
104.20.151.28,4,2,0.50,259.59,0.00
104.28.186.28,4,2,0.50,259.70,0.00
104.28.64.28,4,2,0.50,259.73,0.00
104.20.189.28,4,2,0.50,259.79,0.00
172.65.23.28,4,2,0.50,259.92,0.00
104.20.157.28,4,2,0.50,260.10,0.00
104.25.43.28,4,2,0.50,260.12,0.00
162.159.131.28,4,2,0.50,260.18,0.00
104.19.121.28,4,2,0.50,260.25,0.00
104.18.49.28,4,2,0.50,260.45,0.00
104.18.213.28,4,2,0.50,260.75,0.00
104.21.81.28,4,2,0.50,260.83,0.00
104.28.189.28,4,2,0.50,260.96,0.00
104.19.198.28,4,2,0.50,261.20,0.00
104.21.100.28,4,2,0.50,261.35,0.00
104.28.184.28,4,2,0.50,261.39,0.00
104.22.57.28,4,2,0.50,261.48,0.00
104.21.38.28,4,2,0.50,261.61,0.00
104.28.1.28,4,2,0.50,261.68,0.00
104.20.238.28,4,2,0.50,261.68,0.00
104.20.31.28,4,2,0.50,262.10,0.00
104.20.39.28,4,2,0.50,263.06,0.00
104.21.32.28,4,2,0.50,263.15,0.00
104.21.58.28,4,2,0.50,263.15,0.00
104.21.96.28,4,2,0.50,263.21,0.00
104.25.83.28,4,2,0.50,263.26,0.00
104.25.84.28,4,2,0.50,263.28,0.00
104.28.26.28,4,2,0.50,263.28,0.00
104.28.130.28,4,2,0.50,263.58,0.00
104.28.122.28,4,2,0.50,263.73,0.00
104.18.178.28,4,2,0.50,263.92,0.00
104.22.10.28,4,2,0.50,264.07,0.00
104.16.191.28,4,2,0.50,264.11,0.00
104.20.9.28,4,2,0.50,264.57,0.00
104.28.10.28,4,2,0.50,264.72,0.00
104.28.98.28,4,2,0.50,264.96,0.00
104.20.12.28,4,2,0.50,265.07,0.00
104.28.17.28,4,2,0.50,265.19,0.00
104.28.13.28,4,2,0.50,265.21,0.00
104.18.177.28,4,2,0.50,265.37,0.00
104.28.7.28,4,2,0.50,265.62,0.00
104.28.97.28,4,2,0.50,265.64,0.00
104.28.249.28,4,2,0.50,265.65,0.00
104.20.20.28,4,2,0.50,266.07,0.00
104.21.10.28,4,2,0.50,266.75,0.00
104.21.75.28,4,2,0.50,267.03,0.00
104.27.35.28,4,2,0.50,267.20,0.00
104.19.116.28,4,2,0.50,267.32,0.00
104.21.74.28,4,2,0.50,268.02,0.00
104.19.132.28,4,2,0.50,268.07,0.00
104.21.26.28,4,2,0.50,268.49,0.00
104.27.32.28,4,2,0.50,268.92,0.00
104.27.77.28,4,2,0.50,269.57,0.00
104.16.216.28,4,2,0.50,269.68,0.00
198.41.223.28,4,2,0.50,269.84,0.00
104.25.68.28,4,2,0.50,270.12,0.00
104.25.54.28,4,2,0.50,270.35,0.00
104.25.61.28,4,2,0.50,270.53,0.00
104.28.241.28,4,2,0.50,270.87,0.00
104.19.125.28,4,2,0.50,271.06,0.00
104.28.115.28,4,2,0.50,271.39,0.00
104.19.123.28,4,2,0.50,271.55,0.00
104.25.42.28,4,2,0.50,272.03,0.00
104.25.195.28,4,2,0.50,272.26,0.00
104.25.36.28,4,2,0.50,272.45,0.00
104.22.13.28,4,2,0.50,272.69,0.00
104.27.72.28,4,2,0.50,272.87,0.00
104.19.220.28,4,2,0.50,272.98,0.00
104.25.45.28,4,2,0.50,273.03,0.00
104.16.69.28,4,2,0.50,273.42,0.00
104.18.43.28,4,2,0.50,273.64,0.00
162.159.246.28,4,2,0.50,274.43,0.00
104.27.204.28,4,2,0.50,274.86,0.00
104.20.170.28,4,2,0.50,275.03,0.00
162.159.226.28,4,2,0.50,275.44,0.00
104.18.21.28,4,2,0.50,275.67,0.00
104.19.225.28,4,2,0.50,275.83,0.00
104.27.39.28,4,2,0.50,276.39,0.00
104.20.178.28,4,2,0.50,276.68,0.00
104.28.244.28,4,2,0.50,277.07,0.00
104.16.138.28,4,2,0.50,277.53,0.00
104.28.69.28,4,2,0.50,278.05,0.00
104.28.246.28,4,2,0.50,278.91,0.00
104.18.198.28,4,2,0.50,278.98,0.00
104.27.18.28,4,2,0.50,279.49,0.00
104.28.240.28,4,2,0.50,280.10,0.00
104.27.29.28,4,2,0.50,280.46,0.00
104.19.205.28,4,2,0.50,281.13,0.00
104.27.71.28,4,2,0.50,281.34,0.00
104.27.24.28,4,2,0.50,281.99,0.00
104.18.239.28,4,2,0.50,282.58,0.00
104.27.25.28,4,2,0.50,282.65,0.00
104.27.20.28,4,2,0.50,282.72,0.00
104.16.31.28,4,2,0.50,282.90,0.00
104.20.253.28,4,2,0.50,283.49,0.00
104.23.97.28,4,2,0.50,284.45,0.00
104.27.200.28,4,2,0.50,287.82,0.00
104.20.246.28,4,2,0.50,287.87,0.00
162.159.248.28,4,2,0.50,289.56,0.00
141.101.123.28,4,2,0.50,290.25,0.00
104.27.64.28,4,2,0.50,290.72,0.00
162.159.228.28,4,2,0.50,291.06,0.00
104.21.209.28,4,2,0.50,291.37,0.00
104.21.198.28,4,2,0.50,291.88,0.00
162.159.231.28,4,2,0.50,293.08,0.00
104.27.115.28,4,2,0.50,293.20,0.00
104.23.113.28,4,2,0.50,295.83,0.00
104.27.16.28,4,2,0.50,296.86,0.00
104.23.108.28,4,2,0.50,297.21,0.00
104.27.13.28,4,2,0.50,297.62,0.00
141.101.122.28,4,2,0.50,299.64,0.00
104.21.8.28,4,2,0.50,300.64,0.00
104.23.105.28,4,2,0.50,301.74,0.00
104.21.195.28,4,2,0.50,302.11,0.00
104.27.101.28,4,2,0.50,302.21,0.00
104.27.12.28,4,2,0.50,304.96,0.00
104.27.153.28,4,2,0.50,305.89,0.00
104.22.40.28,4,2,0.50,306.06,0.00
104.25.239.28,4,2,0.50,306.32,0.00
104.27.125.28,4,2,0.50,306.54,0.00
104.27.9.28,4,2,0.50,307.44,0.00
104.27.6.28,4,2,0.50,310.00,0.00
104.27.184.28,4,2,0.50,310.48,0.00
173.245.49.28,4,2,0.50,310.49,0.00
104.16.183.28,4,2,0.50,310.78,0.00
104.27.58.28,4,2,0.50,310.99,0.00
104.25.152.28,4,2,0.50,311.43,0.00
104.25.167.28,4,2,0.50,312.00,0.00
104.27.1.28,4,2,0.50,312.30,0.00
104.27.117.28,4,2,0.50,312.42,0.00
104.18.210.28,4,2,0.50,314.74,0.00
104.25.160.28,4,2,0.50,314.83,0.00
104.16.184.28,4,2,0.50,316.48,0.00
104.27.182.28,4,2,0.50,317.49,0.00
104.27.114.28,4,2,0.50,317.98,0.00
104.23.96.28,4,2,0.50,318.22,0.00
104.27.65.28,4,2,0.50,319.61,0.00
104.27.62.28,4,2,0.50,321.81,0.00
104.25.141.28,4,2,0.50,322.30,0.00
104.27.106.28,4,2,0.50,323.57,0.00
104.25.245.28,4,2,0.50,323.65,0.00
104.27.109.28,4,2,0.50,325.71,0.00
104.27.199.28,4,2,0.50,326.11,0.00
104.25.137.28,4,2,0.50,330.04,0.00
104.18.157.28,4,2,0.50,331.65,0.00
104.22.74.28,4,2,0.50,334.56,0.00
104.25.133.28,4,2,0.50,335.56,0.00
104.25.130.28,4,2,0.50,336.56,0.00
104.18.142.28,4,2,0.50,337.14,0.00
104.27.194.28,4,2,0.50,341.61,0.00
104.25.129.28,4,2,0.50,342.03,0.00
104.25.182.28,4,2,0.50,342.48,0.00
104.27.146.28,4,2,0.50,345.61,0.00
104.27.144.28,4,2,0.50,350.30,0.00
104.27.174.28,4,2,0.50,350.31,0.00
104.27.60.28,4,2,0.50,351.10,0.00
104.25.202.28,4,2,0.50,355.37,0.00
104.18.184.28,4,2,0.50,355.95,0.00
104.18.187.28,4,2,0.50,357.98,0.00
104.25.125.28,4,2,0.50,359.13,0.00
104.16.25.28,4,2,0.50,365.60,0.00
162.159.225.28,4,2,0.50,366.69,0.00
162.159.242.28,4,2,0.50,367.95,0.00
162.159.212.28,4,2,0.50,368.58,0.00
162.159.234.28,4,2,0.50,369.20,0.00
104.16.73.28,4,2,0.50,369.70,0.00
104.22.24.28,4,2,0.50,379.67,0.00
104.16.24.28,4,2,0.50,383.94,0.00
104.18.208.28,4,2,0.50,384.29,0.00
104.22.63.28,4,2,0.50,385.61,0.00
104.25.156.28,4,2,0.50,386.91,0.00
162.159.215.28,4,2,0.50,386.95,0.00
104.27.116.28,4,2,0.50,387.42,0.00
104.18.207.28,4,2,0.50,387.61,0.00
104.27.120.28,4,2,0.50,388.06,0.00
104.25.180.28,4,2,0.50,389.90,0.00
104.22.59.28,4,2,0.50,392.32,0.00
104.22.50.28,4,2,0.50,394.17,0.00
162.159.129.28,4,2,0.50,396.93,0.00
104.16.137.28,4,2,0.50,398.52,0.00
104.25.106.28,4,2,0.50,399.91,0.00
104.16.128.28,4,2,0.50,400.02,0.00
104.27.108.28,4,2,0.50,401.06,0.00
104.27.84.28,4,2,0.50,403.46,0.00
104.22.22.28,4,2,0.50,406.88,0.00
104.16.71.28,4,2,0.50,408.51,0.00
162.159.223.28,4,2,0.50,408.84,0.00
104.22.14.28,4,2,0.50,409.80,0.00
162.159.216.28,4,2,0.50,410.50,0.00
162.159.210.28,4,2,0.50,413.83,0.00
104.25.193.28,4,2,0.50,414.39,0.00
162.159.194.28,4,2,0.50,419.96,0.00
104.25.191.28,4,2,0.50,425.93,0.00
198.41.222.28,4,2,0.50,457.67,0.00
104.27.83.28,4,2,0.50,484.68,0.00
162.159.250.28,4,2,0.50,493.21,0.00
162.159.200.28,4,1,0.75,92.69,0.00
104.24.100.28,4,1,0.75,126.53,0.00
104.24.108.28,4,1,0.75,126.80,0.00
104.24.104.28,4,1,0.75,137.72,0.00
104.24.101.28,4,1,0.75,139.24,0.00
104.24.109.28,4,1,0.75,140.40,0.00
104.24.107.28,4,1,0.75,147.48,0.00
104.20.51.28,4,1,0.75,148.92,0.00
104.20.57.28,4,1,0.75,149.22,0.00
104.24.106.28,4,1,0.75,149.31,0.00
104.24.98.28,4,1,0.75,149.44,0.00
104.20.55.28,4,1,0.75,149.89,0.00
104.20.58.28,4,1,0.75,151.85,0.00
104.20.54.28,4,1,0.75,153.88,0.00
104.20.59.28,4,1,0.75,157.43,0.00
104.24.97.28,4,1,0.75,163.01,0.00
104.24.66.28,4,1,0.75,224.34,0.00
172.65.220.28,4,1,0.75,224.46,0.00
104.20.198.28,4,1,0.75,224.49,0.00
172.65.90.28,4,1,0.75,224.53,0.00
172.65.37.28,4,1,0.75,225.27,0.00
172.67.57.28,4,1,0.75,225.54,0.00
104.25.221.28,4,1,0.75,226.37,0.00
104.31.145.28,4,1,0.75,226.66,0.00
104.24.43.28,4,1,0.75,226.98,0.00
104.31.149.28,4,1,0.75,226.99,0.00
172.64.104.28,4,1,0.75,227.06,0.00
172.64.105.28,4,1,0.75,227.06,0.00
172.65.249.28,4,1,0.75,227.56,0.00
104.25.253.28,4,1,0.75,228.16,0.00
172.65.200.28,4,1,0.75,228.24,0.00
172.65.253.28,4,1,0.75,228.49,0.00
104.25.192.28,4,1,0.75,228.79,0.00
172.65.187.28,4,1,0.75,229.03,0.00
104.28.24.28,4,1,0.75,229.31,0.00
172.65.213.28,4,1,0.75,229.47,0.00
172.64.172.28,4,1,0.75,229.84,0.00
172.65.223.28,4,1,0.75,230.01,0.00
172.65.132.28,4,1,0.75,230.02,0.00
172.65.165.28,4,1,0.75,230.23,0.00
104.24.31.28,4,1,0.75,230.49,0.00
104.31.250.28,4,1,0.75,230.49,0.00
104.20.184.28,4,1,0.75,231.01,0.00
172.65.174.28,4,1,0.75,231.07,0.00
104.28.205.28,4,1,0.75,231.07,0.00
172.64.95.28,4,1,0.75,231.10,0.00
172.64.96.28,4,1,0.75,231.10,0.00
172.65.185.28,4,1,0.75,231.10,0.00
104.22.41.28,4,1,0.75,231.17,0.00
104.24.82.28,4,1,0.75,231.32,0.00
172.64.106.28,4,1,0.75,231.37,0.00
172.65.179.28,4,1,0.75,231.40,0.00
104.31.146.28,4,1,0.75,231.44,0.00
104.24.88.28,4,1,0.75,231.45,0.00
104.27.198.28,4,1,0.75,231.55,0.00
104.31.136.28,4,1,0.75,231.66,0.00
172.67.221.28,4,1,0.75,231.79,0.00
172.65.183.28,4,1,0.75,231.79,0.00
172.65.87.28,4,1,0.75,231.91,0.00
104.24.249.28,4,1,0.75,232.35,0.00
172.64.102.28,4,1,0.75,232.37,0.00
172.67.241.28,4,1,0.75,232.45,0.00
104.21.122.28,4,1,0.75,232.45,0.00
172.65.234.28,4,1,0.75,232.68,0.00
172.65.197.28,4,1,0.75,232.68,0.00
172.67.224.28,4,1,0.75,232.76,0.00
172.65.38.28,4,1,0.75,232.77,0.00
104.23.103.28,4,1,0.75,232.80,0.00
104.28.39.28,4,1,0.75,232.90,0.00
172.65.203.28,4,1,0.75,232.93,0.00
172.67.147.28,4,1,0.75,232.95,0.00
172.64.135.28,4,1,0.75,232.96,0.00
104.22.79.28,4,1,0.75,233.00,0.00
172.65.42.28,4,1,0.75,233.06,0.00
172.67.177.28,4,1,0.75,233.13,0.00
104.22.36.28,4,1,0.75,233.13,0.00
172.65.181.28,4,1,0.75,233.24,0.00
172.64.161.28,4,1,0.75,233.26,0.00
172.64.163.28,4,1,0.75,233.26,0.00
104.31.89.28,4,1,0.75,233.41,0.00
104.31.255.28,4,1,0.75,233.52,0.00
172.65.154.28,4,1,0.75,233.59,0.00
172.67.39.28,4,1,0.75,233.63,0.00
172.65.140.28,4,1,0.75,233.70,0.00
172.65.224.28,4,1,0.75,233.85,0.00
172.65.147.28,4,1,0.75,233.86,0.00
104.24.16.28,4,1,0.75,233.93,0.00
104.27.57.28,4,1,0.75,233.94,0.00
104.27.51.28,4,1,0.75,234.00,0.00
104.28.226.28,4,1,0.75,234.00,0.00
104.28.195.28,4,1,0.75,234.02,0.00
172.65.134.28,4,1,0.75,234.25,0.00
104.27.92.28,4,1,0.75,234.46,0.00
172.64.136.28,4,1,0.75,234.46,0.00
172.64.171.28,4,1,0.75,234.52,0.00
172.67.86.28,4,1,0.75,234.69,0.00
104.27.85.28,4,1,0.75,234.78,0.00
172.65.15.28,4,1,0.75,234.92,0.00
104.24.212.28,4,1,0.75,234.96,0.00
104.31.140.28,4,1,0.75,234.97,0.00
104.24.90.28,4,1,0.75,234.98,0.00
104.28.68.28,4,1,0.75,235.15,0.00
172.65.143.28,4,1,0.75,235.22,0.00
172.65.137.28,4,1,0.75,235.27,0.00
104.20.194.28,4,1,0.75,235.30,0.00
172.67.146.28,4,1,0.75,235.36,0.00
172.65.188.28,4,1,0.75,235.39,0.00
172.65.202.28,4,1,0.75,235.50,0.00
172.65.246.28,4,1,0.75,235.51,0.00
104.31.184.28,4,1,0.75,235.57,0.00
