IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
104.16.78.28,4,4,0.00,338.93,0.00
104.16.59.28,4,4,0.00,339.68,0.00
104.16.74.28,4,4,0.00,339.69,0.00
104.16.48.28,4,4,0.00,339.70,0.00
104.18.3.28,4,4,0.00,340.30,0.00
104.16.64.28,4,4,0.00,340.43,0.00
104.16.61.28,4,4,0.00,340.44,0.00
104.16.56.28,4,4,0.00,340.67,0.00
104.16.53.28,4,4,0.00,340.69,0.00
104.16.51.28,4,4,0.00,340.70,0.00
104.18.1.28,4,4,0.00,341.05,0.00
104.16.55.28,4,4,0.00,341.18,0.00
104.16.23.28,4,4,0.00,341.18,0.00
104.16.58.28,4,4,0.00,341.43,0.00
162.159.245.28,4,4,0.00,341.43,0.00
104.16.50.28,4,4,0.00,341.43,0.00
104.16.57.28,4,4,0.00,341.68,0.00
104.16.70.28,4,4,0.00,341.68,0.00
162.159.235.28,4,4,0.00,341.92,0.00
104.16.54.28,4,4,0.00,341.93,0.00
104.16.18.28,4,4,0.00,342.20,0.00
104.16.27.28,4,4,0.00,342.43,0.00
104.16.62.28,4,4,0.00,342.43,0.00
162.159.236.28,4,4,0.00,342.44,0.00
104.18.4.28,4,4,0.00,342.71,0.00
104.16.16.28,4,4,0.00,343.43,0.00
162.159.214.28,4,4,0.00,343.93,0.00
162.159.134.28,4,4,0.00,344.67,0.00
162.159.130.28,4,4,0.00,346.67,0.00
162.159.46.28,4,4,0.00,353.41,0.00
104.27.100.28,4,4,0.00,360.74,0.00
162.159.160.28,4,4,0.00,362.47,0.00
104.27.46.28,4,4,0.00,366.75,0.00
104.27.91.28,4,4,0.00,377.67,0.00
104.27.86.28,4,4,0.00,378.18,0.00
104.19.91.28,4,3,0.25,91.52,0.00
104.19.245.28,4,3,0.25,93.63,0.00
104.19.54.28,4,3,0.25,95.31,0.00
104.19.88.28,4,3,0.25,98.59,0.00
104.18.91.28,4,3,0.25,100.03,0.00
104.17.87.28,4,3,0.25,101.52,0.00
104.17.76.28,4,3,0.25,102.05,0.00
104.17.83.28,4,3,0.25,102.37,0.00
104.17.61.28,4,3,0.25,102.83,0.00
104.16.193.28,4,3,0.25,103.01,0.00
104.18.245.28,4,3,0.25,103.13,0.00
104.17.11.28,4,3,0.25,103.79,0.00
104.16.202.28,4,3,0.25,105.73,0.00
104.19.64.28,4,3,0.25,106.53,0.00
104.18.249.28,4,3,0.25,108.46,0.00
104.17.10.28,4,3,0.25,108.77,0.00
104.19.71.28,4,3,0.25,111.94,0.00
104.16.197.28,4,3,0.25,113.75,0.00
104.17.199.28,4,3,0.25,116.21,0.00
104.16.87.28,4,3,0.25,119.69,0.00
104.19.109.28,4,3,0.25,125.14,0.00
104.16.113.28,4,3,0.25,142.99,0.00
104.17.148.28,4,3,0.25,176.08,0.00
104.24.35.28,4,3,0.25,228.49,0.00
104.24.34.28,4,3,0.25,228.95,0.00
104.25.101.28,4,3,0.25,230.50,0.00
104.24.227.28,4,3,0.25,231.57,0.00
172.67.81.28,4,3,0.25,231.70,0.00
104.25.99.28,4,3,0.25,232.31,0.00
104.28.141.28,4,3,0.25,232.54,0.00
172.67.80.28,4,3,0.25,232.81,0.00
104.24.12.28,4,3,0.25,233.04,0.00
104.28.150.28,4,3,0.25,233.21,0.00
104.24.204.28,4,3,0.25,233.87,0.00
104.24.27.28,4,3,0.25,233.88,0.00
104.25.172.28,4,3,0.25,233.91,0.00
104.25.9.28,4,3,0.25,234.10,0.00
104.25.23.28,4,3,0.25,234.24,0.00
104.24.197.28,4,3,0.25,234.39,0.00
172.67.145.28,4,3,0.25,234.63,0.00
104.24.200.28,4,3,0.25,234.68,0.00
104.28.146.28,4,3,0.25,234.73,0.00
172.67.104.28,4,3,0.25,234.82,0.00
104.24.47.28,4,3,0.25,234.87,0.00
104.24.159.28,4,3,0.25,234.95,0.00
104.28.198.28,4,3,0.25,235.11,0.00
104.25.105.28,4,3,0.25,235.38,0.00
104.24.229.28,4,3,0.25,235.50,0.00
104.24.228.28,4,3,0.25,235.59,0.00
104.24.112.28,4,3,0.25,235.62,0.00
104.24.215.28,4,3,0.25,235.70,0.00
172.67.225.28,4,3,0.25,235.75,0.00
172.65.73.28,4,3,0.25,235.79,0.00
172.67.164.28,4,3,0.25,235.80,0.00
172.67.90.28,4,3,0.25,236.01,0.00
104.25.120.28,4,3,0.25,236.10,0.00
172.67.124.28,4,3,0.25,236.23,0.00
104.31.94.28,4,3,0.25,236.33,0.00
104.24.5.28,4,3,0.25,236.48,0.00
104.24.4.28,4,3,0.25,236.50,0.00
172.65.80.28,4,3,0.25,236.50,0.00
104.24.19.28,4,3,0.25,236.54,0.00
104.24.78.28,4,3,0.25,236.56,0.00
172.67.113.28,4,3,0.25,236.57,0.00
104.24.192.28,4,3,0.25,236.73,0.00
104.24.221.28,4,3,0.25,236.83,0.00
172.67.156.28,4,3,0.25,236.84,0.00
104.25.58.28,4,3,0.25,236.87,0.00
172.67.235.28,4,3,0.25,236.93,0.00
172.67.144.28,4,3,0.25,236.97,0.00
172.67.87.28,4,3,0.25,237.06,0.00
104.24.56.28,4,3,0.25,237.11,0.00
172.67.84.28,4,3,0.25,237.17,0.00
104.24.208.28,4,3,0.25,237.23,0.00
104.28.199.28,4,3,0.25,237.23,0.00
172.67.118.28,4,3,0.25,237.36,0.00
172.67.158.28,4,3,0.25,237.39,0.00
104.25.67.28,4,3,0.25,237.52,0.00
104.25.124.28,4,3,0.25,237.54,0.00
104.25.8.28,4,3,0.25,237.61,0.00
104.25.126.28,4,3,0.25,237.67,0.00
104.31.233.28,4,3,0.25,237.70,0.00
104.24.234.28,4,3,0.25,237.72,0.00
104.24.224.28,4,3,0.25,237.76,0.00
104.28.37.28,4,3,0.25,237.76,0.00
104.27.193.28,4,3,0.25,237.77,0.00
104.24.17.28,4,3,0.25,237.80,0.00
104.25.116.28,4,3,0.25,237.94,0.00
104.24.3.28,4,3,0.25,238.04,0.00
104.24.180.28,4,3,0.25,238.17,0.00
172.67.229.28,4,3,0.25,238.18,0.00
172.67.214.28,4,3,0.25,238.21,0.00
172.67.82.28,4,3,0.25,238.23,0.00
104.24.167.28,4,3,0.25,238.36,0.00
104.24.186.28,4,3,0.25,238.39,0.00
104.25.15.28,4,3,0.25,238.46,0.00
104.21.117.28,4,3,0.25,238.63,0.00
172.67.194.28,4,3,0.25,238.66,0.00
104.21.78.28,4,3,0.25,238.68,0.00
172.65.57.28,4,3,0.25,238.72,0.00
172.67.100.28,4,3,0.25,238.80,0.00
104.23.129.28,4,3,0.25,238.86,0.00
104.25.2.28,4,3,0.25,238.89,0.00
172.67.101.28,4,3,0.25,238.89,0.00
104.24.114.28,4,3,0.25,238.91,0.00
104.24.216.28,4,3,0.25,239.04,0.00
104.24.162.28,4,3,0.25,239.27,0.00
104.21.71.28,4,3,0.25,239.28,0.00
104.23.125.28,4,3,0.25,239.37,0.00
104.24.45.28,4,3,0.25,239.47,0.00
172.67.7.28,4,3,0.25,239.48,0.00
104.31.245.28,4,3,0.25,239.51,0.00
104.31.244.28,4,3,0.25,239.51,0.00
172.67.223.28,4,3,0.25,239.52,0.00
104.24.219.28,4,3,0.25,239.68,0.00
172.67.188.28,4,3,0.25,239.69,0.00
172.67.116.28,4,3,0.25,239.83,0.00
172.67.246.28,4,3,0.25,239.90,0.00
172.67.245.28,4,3,0.25,239.90,0.00
104.24.207.28,4,3,0.25,239.96,0.00
104.28.36.28,4,3,0.25,240.00,0.00
104.24.75.28,4,3,0.25,240.03,0.00
172.67.151.28,4,3,0.25,240.05,0.00
172.67.195.28,4,3,0.25,240.08,0.00
104.24.76.28,4,3,0.25,240.10,0.00
104.24.155.28,4,3,0.25,240.15,0.00
172.67.157.28,4,3,0.25,240.15,0.00
172.67.91.28,4,3,0.25,240.22,0.00
172.67.139.28,4,3,0.25,240.25,0.00
104.22.44.28,4,3,0.25,240.41,0.00
104.24.182.28,4,3,0.25,240.44,0.00
104.19.201.28,4,3,0.25,240.53,0.00
104.24.137.28,4,3,0.25,240.61,0.00
104.21.120.28,4,3,0.25,240.62,0.00
172.65.58.28,4,3,0.25,240.63,0.00
172.67.95.28,4,3,0.25,240.65,0.00
104.28.220.28,4,3,0.25,240.68,0.00
104.24.71.28,4,3,0.25,240.69,0.00
104.31.225.28,4,3,0.25,240.72,0.00
104.23.122.28,4,3,0.25,240.73,0.00
172.67.138.28,4,3,0.25,240.77,0.00
104.31.249.28,4,3,0.25,240.86,0.00
104.24.181.28,4,3,0.25,240.92,0.00
104.25.229.28,4,3,0.25,240.93,0.00
172.67.133.28,4,3,0.25,240.95,0.00
172.67.233.28,4,3,0.25,240.97,0.00
104.24.73.28,4,3,0.25,241.07,0.00
104.28.215.28,4,3,0.25,241.13,0.00
172.67.112.28,4,3,0.25,241.20,0.00
104.21.215.28,4,3,0.25,241.24,0.00
104.25.85.28,4,3,0.25,241.33,0.00
172.65.79.28,4,3,0.25,241.33,0.00
172.67.217.28,4,3,0.25,241.37,0.00
172.67.17.28,4,3,0.25,241.40,0.00
172.67.111.28,4,3,0.25,241.42,0.00
172.67.185.28,4,3,0.25,241.44,0.00
104.25.214.28,4,3,0.25,241.48,0.00
104.31.193.28,4,3,0.25,241.49,0.00
104.25.20.28,4,3,0.25,241.50,0.00
104.21.207.28,4,3,0.25,241.50,0.00
172.67.109.28,4,3,0.25,241.53,0.00
172.67.129.28,4,3,0.25,241.55,0.00
104.31.69.28,4,3,0.25,241.55,0.00
104.25.190.28,4,3,0.25,241.61,0.00
104.24.166.28,4,3,0.25,241.75,0.00
104.28.165.28,4,3,0.25,241.79,0.00
172.67.131.28,4,3,0.25,241.79,0.00
104.25.3.28,4,3,0.25,241.88,0.00
172.65.75.28,4,3,0.25,241.91,0.00
104.23.142.28,4,3,0.25,241.93,0.00
172.67.107.28,4,3,0.25,241.94,0.00
172.67.198.28,4,3,0.25,242.08,0.00
104.21.113.28,4,3,0.25,242.09,0.00
104.21.201.28,4,3,0.25,242.11,0.00
104.25.18.28,4,3,0.25,242.17,0.00
104.24.122.28,4,3,0.25,242.27,0.00
104.24.170.28,4,3,0.25,242.27,0.00
172.67.255.28,4,3,0.25,242.36,0.00
104.25.139.28,4,3,0.25,242.38,0.00
104.28.53.28,4,3,0.25,242.41,0.00
104.24.125.28,4,3,0.25,242.46,0.00
104.25.76.28,4,3,0.25,242.51,0.00
104.20.221.28,4,3,0.25,242.51,0.00
104.20.216.28,4,3,0.25,242.51,0.00
104.28.129.28,4,3,0.25,242.52,0.00
104.24.248.28,4,3,0.25,242.61,0.00
104.25.197.28,4,3,0.25,242.62,0.00
104.21.203.28,4,3,0.25,242.63,0.00
104.21.205.28,4,3,0.25,242.63,0.00
172.67.134.28,4,3,0.25,242.65,0.00
104.25.132.28,4,3,0.25,242.72,0.00
172.67.89.28,4,3,0.25,242.73,0.00
104.21.80.28,4,3,0.25,242.74,0.00
172.67.1.28,4,3,0.25,242.76,0.00
104.24.49.28,4,3,0.25,242.79,0.00
104.21.73.28,4,3,0.25,242.80,0.00
172.67.135.28,4,3,0.25,242.83,0.00
172.67.132.28,4,3,0.25,242.87,0.00
172.65.66.28,4,3,0.25,242.88,0.00
104.23.130.28,4,3,0.25,242.91,0.00
104.25.216.28,4,3,0.25,242.95,0.00
104.24.210.28,4,3,0.25,242.95,0.00
104.24.127.28,4,3,0.25,242.96,0.00
172.67.182.28,4,3,0.25,242.99,0.00
104.18.30.28,4,3,0.25,242.99,0.00
172.65.64.28,4,3,0.25,243.00,0.00
172.65.67.28,4,3,0.25,243.03,0.00
104.28.227.28,4,3,0.25,243.10,0.00
104.24.142.28,4,3,0.25,243.15,0.00
172.67.97.28,4,3,0.25,243.18,0.00
104.20.88.28,4,3,0.25,243.26,0.00
104.25.161.28,4,3,0.25,243.31,0.00
104.25.14.28,4,3,0.25,243.34,0.00
104.21.125.28,4,3,0.25,243.38,0.00
104.28.167.28,4,3,0.25,243.42,0.00
104.20.200.28,4,3,0.25,243.46,0.00
104.25.135.28,4,3,0.25,243.47,0.00
104.21.48.28,4,3,0.25,243.53,0.00
104.28.11.28,4,3,0.25,243.54,0.00
104.23.100.28,4,3,0.25,243.59,0.00
104.24.38.28,4,3,0.25,243.60,0.00
104.23.143.28,4,3,0.25,243.63,0.00
104.28.12.28,4,3,0.25,243.64,0.00
104.24.247.28,4,3,0.25,243.65,0.00
104.24.245.28,4,3,0.25,243.73,0.00
104.24.26.28,4,3,0.25,243.76,0.00
104.24.60.28,4,3,0.25,243.82,0.00
172.67.8.28,4,3,0.25,243.86,0.00
104.28.88.28,4,3,0.25,243.95,0.00
172.67.163.28,4,3,0.25,244.05,0.00
104.28.48.28,4,3,0.25,244.13,0.00
104.28.254.28,4,3,0.25,244.15,0.00
104.25.98.28,4,3,0.25,244.16,0.00
104.24.115.28,4,3,0.25,244.18,0.00
172.67.183.28,4,3,0.25,244.20,0.00
172.67.77.28,4,3,0.25,244.21,0.00
104.24.252.28,4,3,0.25,244.24,0.00
104.28.216.28,4,3,0.25,244.27,0.00
172.67.176.28,4,3,0.25,244.29,0.00
104.28.217.28,4,3,0.25,244.35,0.00
172.67.76.28,4,3,0.25,244.41,0.00
104.28.5.28,4,3,0.25,244.45,0.00
172.67.79.28,4,3,0.25,244.48,0.00
104.28.3.28,4,3,0.25,244.49,0.00
172.67.251.28,4,3,0.25,244.50,0.00
172.67.254.28,4,3,0.25,244.51,0.00
104.24.146.28,4,3,0.25,244.56,0.00
104.28.2.28,4,3,0.25,244.63,0.00
104.21.123.28,4,3,0.25,244.67,0.00
104.24.39.28,4,3,0.25,244.74,0.00
104.21.33.28,4,3,0.25,244.78,0.00
104.22.67.28,4,3,0.25,244.78,0.00
104.23.121.28,4,3,0.25,244.83,0.00
104.24.131.28,4,3,0.25,244.87,0.00
104.25.103.28,4,3,0.25,244.90,0.00
104.25.72.28,4,3,0.25,244.91,0.00
104.24.144.28,4,3,0.25,244.95,0.00
172.67.174.28,4,3,0.25,244.96,0.00
104.25.118.28,4,3,0.25,244.98,0.00
172.67.78.28,4,3,0.25,244.98,0.00
104.25.176.28,4,3,0.25,245.07,0.00
172.67.75.28,4,3,0.25,245.19,0.00
172.67.5.28,4,3,0.25,245.23,0.00
104.25.119.28,4,3,0.25,245.26,0.00
172.65.72.28,4,3,0.25,245.31,0.00
104.22.7.28,4,3,0.25,245.32,0.00
104.24.91.28,4,3,0.25,245.38,0.00
172.67.93.28,4,3,0.25,245.42,0.00
104.28.154.28,4,3,0.25,245.45,0.00
172.67.99.28,4,3,0.25,245.53,0.00
104.28.47.28,4,3,0.25,245.53,0.00
172.67.114.28,4,3,0.25,245.54,0.00
104.21.69.28,4,3,0.25,245.57,0.00
172.67.160.28,4,3,0.25,245.66,0.00
104.21.67.28,4,3,0.25,245.67,0.00
104.24.126.28,4,3,0.25,245.75,0.00
104.21.202.28,4,3,0.25,245.79,0.00
104.25.6.28,4,3,0.25,245.80,0.00
104.27.162.28,4,3,0.25,245.81,0.00
104.21.85.28,4,3,0.25,245.81,0.00
104.31.252.28,4,3,0.25,245.83,0.00
104.28.251.28,4,3,0.25,245.87,0.00
104.25.153.28,4,3,0.25,245.90,0.00
104.16.209.28,4,3,0.25,246.01,0.00
104.21.44.28,4,3,0.25,246.02,0.00
104.22.56.28,4,3,0.25,246.04,0.00
104.19.143.28,4,3,0.25,246.07,0.00
104.25.204.28,4,3,0.25,246.09,0.00
172.65.71.28,4,3,0.25,246.19,0.00
104.24.89.28,4,3,0.25,246.20,0.00
104.25.4.28,4,3,0.25,246.26,0.00
104.25.5.28,4,3,0.25,246.26,0.00
104.24.93.28,4,3,0.25,246.26,0.00
104.23.131.28,4,3,0.25,246.29,0.00
104.25.0.28,4,3,0.25,246.29,0.00
104.28.204.28,4,3,0.25,246.35,0.00
104.28.4.28,4,3,0.25,246.35,0.00
104.25.79.28,4,3,0.25,246.37,0.00
104.21.25.28,4,3,0.25,246.40,0.00
104.31.235.28,4,3,0.25,246.42,0.00
104.22.72.28,4,3,0.25,246.54,0.00
104.24.124.28,4,3,0.25,246.54,0.00
104.25.146.28,4,3,0.25,246.59,0.00
104.24.238.28,4,3,0.25,246.60,0.00
104.21.6.28,4,3,0.25,246.63,0.00
104.25.80.28,4,3,0.25,246.66,0.00
172.67.161.28,4,3,0.25,246.73,0.00
104.25.149.28,4,3,0.25,246.75,0.00
104.24.233.28,4,3,0.25,246.87,0.00
104.22.4.28,4,3,0.25,246.87,0.00
104.24.74.28,4,3,0.25,246.90,0.00
104.25.148.28,4,3,0.25,246.94,0.00
104.25.89.28,4,3,0.25,246.95,0.00
104.19.176.28,4,3,0.25,247.02,0.00
104.19.179.28,4,3,0.25,247.03,0.00
104.20.42.28,4,3,0.25,247.15,0.00
172.67.136.28,4,3,0.25,247.20,0.00
104.25.154.28,4,3,0.25,247.26,0.00
104.19.212.28,4,3,0.25,247.29,0.00
172.67.208.28,4,3,0.25,247.30,0.00
104.24.86.28,4,3,0.25,247.36,0.00
104.21.77.28,4,3,0.25,247.37,0.00
172.67.190.28,4,3,0.25,247.43,0.00
104.24.116.28,4,3,0.25,247.43,0.00
104.22.71.28,4,3,0.25,247.56,0.00
104.27.191.28,4,3,0.25,247.61,0.00
104.22.30.28,4,3,0.25,247.66,0.00
104.28.44.28,4,3,0.25,247.72,0.00
104.22.69.28,4,3,0.25,247.73,0.00
104.18.23.28,4,3,0.25,247.74,0.00
104.21.47.28,4,3,0.25,247.89,0.00
104.25.31.28,4,3,0.25,248.01,0.00
104.24.136.28,4,3,0.25,248.06,0.00
104.18.171.28,4,3,0.25,248.15,0.00
104.21.36.28,4,3,0.25,248.15,0.00
104.20.181.28,4,3,0.25,248.16,0.00
104.16.186.28,4,3,0.25,248.21,0.00
104.22.20.28,4,3,0.25,248.25,0.00
104.21.105.28,4,3,0.25,248.34,0.00
104.28.153.28,4,3,0.25,248.40,0.00
104.22.25.28,4,3,0.25,248.44,0.00
104.20.25.28,4,3,0.25,248.49,0.00
104.28.33.28,4,3,0.25,248.50,0.00
104.25.107.28,4,3,0.25,248.57,0.00
104.22.19.28,4,3,0.25,248.57,0.00
104.28.178.28,4,3,0.25,248.62,0.00
104.21.104.28,4,3,0.25,248.68,0.00
104.20.5.28,4,3,0.25,248.80,0.00
104.25.71.28,4,3,0.25,248.84,0.00
104.21.49.28,4,3,0.25,248.90,0.00
104.20.166.28,4,3,0.25,248.93,0.00
104.22.49.28,4,3,0.25,249.00,0.00
104.28.76.28,4,3,0.25,249.07,0.00
104.22.48.28,4,3,0.25,249.07,0.00
104.25.128.28,4,3,0.25,249.18,0.00
104.28.145.28,4,3,0.25,249.43,0.00
104.21.14.28,4,3,0.25,249.46,0.00
104.21.211.28,4,3,0.25,249.59,0.00
104.21.217.28,4,3,0.25,249.59,0.00
104.28.133.28,4,3,0.25,249.62,0.00
104.25.62.28,4,3,0.25,249.71,0.00
104.28.143.28,4,3,0.25,249.76,0.00
172.65.74.28,4,3,0.25,249.83,0.00
104.28.131.28,4,3,0.25,249.90,0.00
104.19.183.28,4,3,0.25,249.93,0.00
104.21.97.28,4,3,0.25,250.03,0.00
104.20.254.28,4,3,0.25,250.14,0.00
104.20.8.28,4,3,0.25,250.17,0.00
104.25.144.28,4,3,0.25,250.25,0.00
104.18.75.28,4,3,0.25,250.41,0.00
104.16.188.28,4,3,0.25,250.43,0.00
104.21.95.28,4,3,0.25,250.46,0.00
104.28.208.28,4,3,0.25,250.58,0.00
104.25.175.28,4,3,0.25,250.59,0.00
104.25.170.28,4,3,0.25,250.60,0.00
104.25.78.28,4,3,0.25,250.70,0.00
172.67.102.28,4,3,0.25,250.74,0.00
104.18.176.28,4,3,0.25,250.78,0.00
104.28.40.28,4,3,0.25,250.79,0.00
104.20.116.28,4,3,0.25,250.82,0.00
104.25.194.28,4,3,0.25,250.82,0.00
104.20.106.28,4,3,0.25,250.83,0.00
104.16.210.28,4,3,0.25,251.08,0.00
104.24.79.28,4,3,0.25,251.25,0.00
104.25.177.28,4,3,0.25,251.29,0.00
104.21.197.28,4,3,0.25,251.35,0.00
104.18.18.28,4,3,0.25,251.38,0.00
104.23.127.28,4,3,0.25,251.48,0.00
104.20.109.28,4,3,0.25,251.49,0.00
104.21.196.28,4,3,0.25,251.52,0.00
104.22.11.28,4,3,0.25,251.55,0.00
172.67.141.28,4,3,0.25,251.60,0.00
172.67.250.28,4,3,0.25,251.62,0.00
172.67.153.28,4,3,0.25,251.66,0.00
104.28.176.28,4,3,0.25,251.67,0.00
104.22.55.28,4,3,0.25,251.71,0.00
172.67.232.28,4,3,0.25,251.84,0.00
104.20.85.28,4,3,0.25,251.94,0.00
104.25.47.28,4,3,0.25,252.14,0.00
104.27.175.28,4,3,0.25,252.22,0.00
104.28.177.28,4,3,0.25,252.29,0.00
104.21.79.28,4,3,0.25,252.32,0.00
104.28.42.28,4,3,0.25,252.39,0.00
172.67.155.28,4,3,0.25,252.52,0.00
104.18.31.28,4,3,0.25,252.53,0.00
104.23.110.28,4,3,0.25,252.54,0.00
104.18.62.28,4,3,0.25,252.59,0.00
104.24.187.28,4,3,0.25,252.65,0.00
104.25.196.28,4,3,0.25,252.74,0.00
104.21.39.28,4,3,0.25,252.78,0.00
104.20.242.28,4,3,0.25,252.81,0.00
104.18.34.28,4,3,0.25,252.82,0.00
104.18.26.28,4,3,0.25,253.10,0.00
104.22.21.28,4,3,0.25,253.30,0.00
104.27.170.28,4,3,0.25,253.31,0.00
104.20.203.28,4,3,0.25,253.35,0.00
104.20.226.28,4,3,0.25,253.52,0.00
104.21.88.28,4,3,0.25,253.60,0.00
104.19.191.28,4,3,0.25,253.78,0.00
104.27.94.28,4,3,0.25,253.78,0.00
104.18.185.28,4,3,0.25,253.82,0.00
104.21.16.28,4,3,0.25,254.12,0.00
104.18.22.28,4,3,0.25,254.13,0.00
104.19.114.28,4,3,0.25,254.20,0.00
104.28.224.28,4,3,0.25,254.21,0.00
104.18.71.28,4,3,0.25,254.39,0.00
104.20.41.28,4,3,0.25,254.41,0.00
104.22.37.28,4,3,0.25,254.46,0.00
104.28.229.28,4,3,0.25,254.61,0.00
104.21.57.28,4,3,0.25,254.66,0.00
104.21.124.28,4,3,0.25,254.71,0.00
104.18.234.28,4,3,0.25,254.71,0.00
104.28.102.28,4,3,0.25,254.93,0.00
104.22.39.28,4,3,0.25,255.06,0.00
104.20.40.28,4,3,0.25,255.12,0.00
104.21.225.28,4,3,0.25,255.14,0.00
104.17.226.28,4,3,0.25,255.26,0.00
104.28.109.28,4,3,0.25,255.30,0.00
104.28.41.28,4,3,0.25,255.35,0.00
104.21.37.28,4,3,0.25,255.50,0.00
104.25.81.28,4,3,0.25,255.53,0.00
104.31.84.28,4,3,0.25,255.56,0.00
104.28.128.28,4,3,0.25,255.56,0.00
104.28.170.28,4,3,0.25,255.57,0.00
104.22.16.28,4,3,0.25,255.97,0.00
104.28.137.28,4,3,0.25,256.01,0.00
104.20.250.28,4,3,0.25,256.05,0.00
104.22.65.28,4,3,0.25,256.09,0.00
104.20.46.28,4,3,0.25,256.12,0.00
104.21.53.28,4,3,0.25,256.15,0.00
104.28.18.28,4,3,0.25,256.16,0.00
104.21.52.28,4,3,0.25,256.19,0.00
104.28.28.28,4,3,0.25,256.33,0.00
104.28.163.28,4,3,0.25,256.39,0.00
104.28.162.28,4,3,0.25,256.42,0.00
104.28.203.28,4,3,0.25,256.45,0.00
104.20.23.28,4,3,0.25,256.47,0.00
104.20.232.28,4,3,0.25,256.50,0.00
104.28.188.28,4,3,0.25,256.53,0.00
104.21.28.28,4,3,0.25,256.64,0.00
104.27.52.28,4,3,0.25,256.67,0.00
104.22.54.28,4,3,0.25,256.75,0.00
104.28.107.28,4,3,0.25,256.97,0.00
104.21.118.28,4,3,0.25,257.05,0.00
104.23.124.28,4,3,0.25,257.12,0.00
104.28.70.28,4,3,0.25,257.17,0.00
104.28.66.28,4,3,0.25,257.25,0.00
104.28.94.28,4,3,0.25,257.37,0.00
104.28.200.28,4,3,0.25,257.43,0.00
104.18.166.28,4,3,0.25,257.46,0.00
104.21.84.28,4,3,0.25,257.49,0.00
104.19.204.28,4,3,0.25,257.62,0.00
104.20.19.28,4,3,0.25,257.79,0.00
104.18.172.28,4,3,0.25,257.83,0.00
104.28.75.28,4,3,0.25,257.99,0.00
104.20.171.28,4,3,0.25,258.01,0.00
104.28.16.28,4,3,0.25,258.25,0.00
104.20.186.28,4,3,0.25,258.37,0.00
104.28.29.28,4,3,0.25,258.62,0.00
104.28.101.28,4,3,0.25,258.65,0.00
104.28.21.28,4,3,0.25,258.69,0.00
104.20.124.28,4,3,0.25,258.76,0.00
104.21.42.28,4,3,0.25,258.82,0.00
104.28.84.28,4,3,0.25,258.84,0.00
104.28.87.28,4,3,0.25,258.97,0.00
104.19.190.28,4,3,0.25,259.14,0.00
104.21.63.28,4,3,0.25,259.18,0.00
104.27.207.28,4,3,0.25,259.55,0.00
104.20.78.28,4,3,0.25,259.56,0.00
104.20.210.28,4,3,0.25,259.70,0.00
104.23.107.28,4,3,0.25,259.89,0.00
104.18.57.28,4,3,0.25,259.94,0.00
104.20.172.28,4,3,0.25,260.01,0.00
104.28.157.28,4,3,0.25,260.04,0.00
104.27.158.28,4,3,0.25,260.15,0.00
104.16.219.28,4,3,0.25,260.21,0.00
104.22.0.28,4,3,0.25,260.24,0.00
104.20.152.28,4,3,0.25,260.34,0.00
104.20.119.28,4,3,0.25,260.34,0.00
104.21.46.28,4,3,0.25,260.47,0.00
104.20.72.28,4,3,0.25,260.56,0.00
104.28.123.28,4,3,0.25,260.65,0.00
104.28.181.28,4,3,0.25,261.12,0.00
104.25.212.28,4,3,0.25,261.20,0.00
104.18.180.28,4,3,0.25,261.25,0.00
104.20.100.28,4,3,0.25,261.35,0.00
104.27.48.28,4,3,0.25,261.74,0.00
104.20.92.28,4,3,0.25,261.75,0.00
104.22.70.28,4,3,0.25,261.81,0.00
104.20.82.28,4,3,0.25,261.82,0.00
104.23.112.28,4,3,0.25,261.91,0.00
104.18.140.28,4,3,0.25,261.94,0.00
104.20.138.28,4,3,0.25,261.99,0.00
104.20.120.28,4,3,0.25,262.00,0.00
104.20.187.28,4,3,0.25,262.14,0.00
104.20.208.28,4,3,0.25,262.17,0.00
104.20.94.28,4,3,0.25,262.21,0.00
104.28.35.28,4,3,0.25,262.37,0.00
104.18.135.28,4,3,0.25,262.38,0.00
104.18.148.28,4,3,0.25,262.44,0.00
104.19.206.28,4,3,0.25,262.47,0.00
104.18.218.28,4,3,0.25,262.59,0.00
104.18.134.28,4,3,0.25,262.64,0.00
104.28.92.28,4,3,0.25,262.67,0.00
104.20.93.28,4,3,0.25,262.68,0.00
104.28.81.28,4,3,0.25,262.68,0.00
104.20.185.28,4,3,0.25,262.69,0.00
104.25.209.28,4,3,0.25,262.74,0.00
104.28.245.28,4,3,0.25,262.88,0.00
104.25.208.28,4,3,0.25,262.99,0.00
104.16.211.28,4,3,0.25,263.04,0.00
104.16.213.28,4,3,0.25,263.07,0.00
104.18.139.28,4,3,0.25,263.09,0.00
104.18.150.28,4,3,0.25,263.09,0.00
104.18.230.28,4,3,0.25,263.17,0.00
104.28.118.28,4,3,0.25,263.19,0.00
104.27.156.28,4,3,0.25,263.20,0.00
104.20.101.28,4,3,0.25,263.21,0.00
104.19.184.28,4,3,0.25,263.23,0.00
104.20.75.28,4,3,0.25,263.32,0.00
104.20.174.28,4,3,0.25,263.47,0.00
104.28.119.28,4,3,0.25,263.54,0.00
104.27.206.28,4,3,0.25,263.61,0.00
104.21.40.28,4,3,0.25,263.73,0.00
104.16.187.28,4,3,0.25,263.88,0.00
104.28.95.28,4,3,0.25,263.92,0.00
